id,address,categories,city,claimed,country,cuisines,descriptions.dateSeen,descriptions.sourceURLs,latitude,longitude,menus.amountMax,menus.amountMin,menus.category,menus.currency,menus.name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,10.99,10.99,Vegetarian Entrees,USD,Mushroom Makhani,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,3.49,3.49,Traditional Tandoori Breads,USD,Cheese Paratha,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,10.99,10.99,Vegetarian Entrees,USD,Paneer Karahi,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,2.99,2.99,Indian Desserts,USD,Gajar Halwa,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,2.99,2.99,Traditional Tandoori Breads,USD,Chili Naan,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,11.99,11.99,Vegetarian Entrees,USD,Bhindi Masala,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,2.99,2.99,Traditional Tandoori Breads,USD,Garlic Naan,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,10.99,10.99,Vegetarian Entrees,USD,Navratan Korma,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,3.49,3.49,Appetizers,USD,Vegetable Pakora,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,8.99,8.99,Appetizers,USD,NonVegetarian Assorted Snacks,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,10.99,10.99,Vegetarian Entrees,USD,Muttar Paneer,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,9.99,9.99,Vegetarian Entrees,USD,Bombay Aloo,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,3.49,3.49,Traditional Tandoori Breads,USD,Keema Naan,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,9.99,9.99,Vegetarian Entrees,USD,Daal Makhani,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,3.49,3.49,Traditional Tandoori Breads,USD,Special Naan,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,1.99,1.99,Appetizers,USD,Papadum,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,2.99,2.99,Traditional Tandoori Breads,USD,Poori,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,29.99,29.99,Combination Dinner For Two,USD,Vegetarian Combination Dinner for Two,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,2.99,2.99,Indian Desserts,USD,Pistachio Kulfi,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,2.99,2.99,Indian Desserts,USD,Mango Kulfi,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,7.99,7.99,Basmati Rice Specialties,USD,Peas Pulao,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,3.49,3.49,Traditional Tandoori Breads,USD,Aloo Paratha,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,2.99,2.99,Traditional Tandoori Breads,USD,Paratha,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,12.99,12.99,Basmati Rice Specialties,USD,Keema Biryani,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,1.99,1.99,Traditional Tandoori Breads,USD,Naan,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,6.99,6.99,Appetizers,USD,Vegetable Assorted Snacks,92128,USD,25,40,CA
AVwddQkGkufWRAb56GvX,16411 Bernardo Center Dr,"Indian Restaurant,Restaurant,Caterers,Food Dining,Catering,Vegetarian Restaurants,Restaurants,Indian Restaurants,Food & Dining,Middle Eastern Restaurants",San Diego,,US,"Vegetarian,Indian",,,33.012662,-117.07859,2.99,2.99,Indian Desserts,USD,Gulab Jamun,92128,USD,25,40,CA
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,12,12,,USD,Greenforce Juice,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,9.95,9.95,Acai Bowls,USD,25 16 oz Omega Mix Bowl,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,6.95,6.95,Fresh Juices,USD,9 Super Veggie Juice,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,7.95,7.95,,USD,0 0 oz Brazilian Bombshell Smoothie,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,0.25,0.25,Fresh Juices,USD,TEST WATER Do not prepare,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,9.95,9.95,Acai Bowls,USD,22 16 oz Greenforce Bowl,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,7.95,7.95,Smoothies,USD,14 20 oz Morning Glow Smoothie,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,6.95,6.95,,USD,0 0 oz Watermelon Bliss Smoothie,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,12,12,,USD,Chipotle Sweet Potato Soup,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,5.25,5.25,RX Juices,USD,29 12 oz Zinger Juice,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,12,12,,USD,Make Your Own Juice,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,3.5,3.5,Quick Shots,USD,30 RX Vitamin C Shot,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,7.95,7.95,Smoothies,USD,17 20 oz Almond Force Smoothie,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,9.5,9.5,,USD,Smooth Kale Smoothie,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,3.5,3.5,Quick Shots,USD,31 Green Shot,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,6.95,6.95,Fresh Juices,USD,5 Citrus Bliss Juice,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,3.5,3.5,Quick Shots,USD,33 Wheatgrass Shot,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,1,1,,USD,Green Shot,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,5.25,5.25,,USD,oz Zinger Juice,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,6.95,6.95,Smoothies,USD,18 20 oz KaleApple Mix Smoothie,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,9.5,9.5,Smoothies,USD,19 Smooth Kale Smoothie,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,0.25,0.25,,USD,TEST WATER  Do not prepare,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,12,12,,USD,Super Veggie Juice,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,9.95,9.95,Acai Bowls,USD,23 16 oz Peanut Butter Bowl,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,7.95,7.95,Smoothies,USD,12 20 oz Peanut Butter Lust Smoothie,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,9.95,9.95,,USD,oz Peanut Butter Bowl,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,4.25,4.25,Vegan Soups,USD,36 3 Bean Chili,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,6.95,6.95,Fresh Juices,USD,3 Amazing Kale Juice,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,5.25,5.25,,USD,oz Apple Cider,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,1,1,,USD,Turmeric Shot,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,12,12,,USD,Amazing Kale Juice,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,5.25,5.25,RX Juices,USD,28 12 oz Apple Cider,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,5.25,5.25,,USD,oz Dr Antibiotic Juice,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,7.95,7.95,,USD,0 oz Peanut Butter Lust Smoothie,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,9.95,9.95,,USD,oz Coconut Bowl,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,6.95,6.95,,USD,0 oz Kale Apple Mix Smoothie,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,6.95,6.95,Smoothies,USD,11 20 oz Berryban Blast Smoothie,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,7.5,7.5,Fresh Juices,USD,1 Greenforce Juice,10024,,,,NY
AVzHCLzmLD2H7whiWY6R,2265 Broadway,"Restaurant,Juice Bars,Smoothies and Juices,Vegetarian,Beverages Retail,Beverages,Healthy",New York,,US,"Smoothies and Juices,Vegetarian,Healthy",,,40.785469,-73.979105,9.95,9.95,Acai Bowls,USD,26 16 oz Almond Passion Bowl,10024,,,,NY
AVweaMjhByjofQCxx7-_,102 8th Ave,"Restaurant,Coffee Shops,Beverages Wholesale & Manufacturers,Local/Organic,Vegan Restaurants,Smoothies and Juices,Vegetarian / Vegan Restaurant,Vegetarian,Juice Bar,Vegetarian Restaurants,Healthy,Restaurants",New York,foursquare.com,US,"Local/Organic,Vegan Restaurants,Smoothies and Juices,Vegetarian,Healthy",,,40.74056,-74.00171,4.95,4.95,Side Salads,USD,Curry Grain Side Salad,10011,USD,0,25,NY
AVweaMjhByjofQCxx7-_,102 8th Ave,"Restaurant,Coffee Shops,Beverages Wholesale & Manufacturers,Local/Organic,Vegan Restaurants,Smoothies and Juices,Vegetarian / Vegan Restaurant,Vegetarian,Juice Bar,Vegetarian Restaurants,Healthy,Restaurants",New York,foursquare.com,US,"Local/Organic,Vegan Restaurants,Smoothies and Juices,Vegetarian,Healthy",,,40.74056,-74.00171,5,5,,USD,Raw Chocolate Chia Pudding,10011,USD,0,25,NY
AVweaMjhByjofQCxx7-_,102 8th Ave,"Restaurant,Coffee Shops,Beverages Wholesale & Manufacturers,Local/Organic,Vegan Restaurants,Smoothies and Juices,Vegetarian / Vegan Restaurant,Vegetarian,Juice Bar,Vegetarian Restaurants,Healthy,Restaurants",New York,foursquare.com,US,"Local/Organic,Vegan Restaurants,Smoothies and Juices,Vegetarian,Healthy",,,40.74056,-74.00171,8.95,8.95,Cold Pressed Juice,USD,All Greens with Lemon and Ginger Pressed Juice,10011,USD,0,25,NY
